State,class,tokenize_with_padding,tokenize_no_padding
"s*R,S.S,S*",1,"[20, 50, 28, 48, 29, 47, 29, 48, 29, 50]","[20, 50, 28, 48, 29, 47, 29, 48, 29, 50]"
r*,1,"[19, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 50]"
R0,1,"[28, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 37]"
"R.S*R,",1,"[28, 47, 29, 50, 28, 48, 0, 0, 0, 0]","[28, 47, 29, 50, 28, 48]"
A*r*s*,1,"[10, 50, 19, 50, 20, 50, 0, 0, 0, 0]","[10, 50, 19, 50, 20, 50]"
Y.H.y.Y.y.y,1,"[35, 47, 17, 47, 26, 47, 35, 47, 26, 47]","[35, 47, 17, 47, 26, 47, 35, 47, 26, 47, 26]"
"R,",1,"[28, 48, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 48]"
r+r+r+R*R+s,1,"[19, 49, 19, 49, 19, 49, 28, 50, 28, 49]","[19, 49, 19, 49, 19, 49, 28, 50, 28, 49, 20]"
S+A+,1,"[29, 49, 10, 49, 0, 0, 0, 0, 0, 0]","[29, 49, 10, 49]"
r*,1,"[19, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 50]"
"R,",1,"[28, 48, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 48]"
R*,1,"[28, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 50]"
r*r*,1,"[19, 50, 19, 50, 0, 0, 0, 0, 0, 0]","[19, 50, 19, 50]"
"r*R,R*r*s*r",1,"[19, 50, 28, 48, 28, 50, 19, 50, 20, 50]","[19, 50, 28, 48, 28, 50, 19, 50, 20, 50, 19]"
B*A*A*s*,1,"[11, 50, 10, 50, 10, 50, 20, 50, 0, 0]","[11, 50, 10, 50, 10, 50, 20, 50]"
A*r*s*r*r+S,1,"[10, 50, 19, 50, 20, 50, 19, 50, 19, 49]","[10, 50, 19, 50, 20, 50, 19, 50, 19, 49, 29]"
A*R+r+S*s*,1,"[10, 50, 28, 49, 19, 49, 29, 50, 20, 50]","[10, 50, 28, 49, 19, 49, 29, 50, 20, 50]"
A*R+,1,"[10, 50, 28, 49, 0, 0, 0, 0, 0, 0]","[10, 50, 28, 49]"
r*r*,1,"[19, 50, 19, 50, 0, 0, 0, 0, 0, 0]","[19, 50, 19, 50]"
r*A*R+R*A*,1,"[19, 50, 10, 50, 28, 49, 28, 50, 10, 50]","[19, 50, 10, 50, 28, 49, 28, 50, 10, 50]"
+i+i+i*i*i*,1,"[49, 9, 49, 9, 49, 9, 50, 9, 50, 9]","[49, 9, 49, 9, 49, 9, 50, 9, 50, 9, 50]"
"r,",1,"[19, 48, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 48]"
B*,1,"[11, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 50]"
R*,1,"[28, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 50]"
R*R+r*r*r+r,1,"[28, 50, 28, 49, 19, 50, 19, 50, 19, 49]","[28, 50, 28, 49, 19, 50, 19, 50, 19, 49, 19]"
"Y+Z,Y+z*Z,I",1,"[35, 49, 36, 48, 35, 49, 27, 50, 36, 48]","[35, 49, 36, 48, 35, 49, 27, 50, 36, 48, 18]"
"R.Y.Y.X,A,x",1,"[28, 47, 35, 47, 35, 47, 34, 48, 10, 48]","[28, 47, 35, 47, 35, 47, 34, 48, 10, 48, 25]"
A*s*r*,1,"[10, 50, 20, 50, 19, 50, 0, 0, 0, 0]","[10, 50, 20, 50, 19, 50]"
R.,1,"[28, 47, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 47]"
"R,",1,"[28, 48, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 48]"
s*r*,1,"[20, 50, 19, 50, 0, 0, 0, 0, 0, 0]","[20, 50, 19, 50]"
",Y.H.y,H,I,",1,"[48, 35, 47, 17, 47, 26, 48, 17, 48, 18]","[48, 35, 47, 17, 47, 26, 48, 17, 48, 18, 48]"
"r,R.",1,"[19, 48, 28, 47, 0, 0, 0, 0, 0, 0]","[19, 48, 28, 47]"
R.R*,1,"[28, 47, 28, 50, 0, 0, 0, 0, 0, 0]","[28, 47, 28, 50]"
R.,1,"[28, 47, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 47]"
S*,1,"[29, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 50]"
"r,R*",1,"[19, 48, 28, 50, 0, 0, 0, 0, 0, 0]","[19, 48, 28, 50]"
r*,1,"[19, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 50]"
"B,R0S*",1,"[11, 48, 28, 37, 29, 50, 0, 0, 0, 0]","[11, 48, 28, 37, 29, 50]"
S*r+B+r*s*,1,"[29, 50, 19, 49, 11, 49, 19, 50, 20, 50]","[29, 50, 19, 49, 11, 49, 19, 50, 20, 50]"
"B*R,s,R*R+R",1,"[11, 50, 28, 48, 20, 48, 28, 50, 28, 49]","[11, 50, 28, 48, 20, 48, 28, 50, 28, 49, 28]"
"A*R,R*s*A*R",1,"[10, 50, 28, 48, 28, 50, 20, 50, 10, 50]","[10, 50, 28, 48, 28, 50, 20, 50, 10, 50, 28]"
r*R*,1,"[19, 50, 28, 50, 0, 0, 0, 0, 0, 0]","[19, 50, 28, 50]"
"r,r,R+s*B*R",1,"[19, 48, 19, 48, 28, 49, 20, 50, 11, 50]","[19, 48, 19, 48, 28, 49, 20, 50, 11, 50, 28]"
"s,s,s,r,",1,"[20, 48, 20, 48, 20, 48, 19, 48, 0, 0]","[20, 48, 20, 48, 20, 48, 19, 48]"
"r,S+",1,"[19, 48, 29, 49, 0, 0, 0, 0, 0, 0]","[19, 48, 29, 49]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
a*r*,1,"[1, 50, 19, 50, 0, 0, 0, 0, 0, 0]","[1, 50, 19, 50]"
b+b+b+b+B+b,1,"[2, 49, 2, 49, 2, 49, 2, 49, 11, 49]","[2, 49, 2, 49, 2, 49, 2, 49, 11, 49, 2]"
R*R.R.r.,1,"[28, 50, 28, 47, 28, 47, 19, 47, 0, 0]","[28, 50, 28, 47, 28, 47, 19, 47]"
R+r*r+,1,"[28, 49, 19, 50, 19, 49, 0, 0, 0, 0]","[28, 49, 19, 50, 19, 49]"
"R*R*r*R,",1,"[28, 50, 28, 50, 19, 50, 28, 48, 0, 0]","[28, 50, 28, 50, 19, 50, 28, 48]"
R*A*R*r+,1,"[28, 50, 10, 50, 28, 50, 19, 49, 0, 0]","[28, 50, 10, 50, 28, 50, 19, 49]"
r*A*r+r+r*A,1,"[19, 50, 10, 50, 19, 49, 19, 49, 19, 50]","[19, 50, 10, 50, 19, 49, 19, 49, 19, 50, 10]"
r.,1,"[19, 47, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 47]"
r+,1,"[19, 49, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 49]"
"A*r*R,B,r+s",1,"[10, 50, 19, 50, 28, 48, 11, 48, 19, 49]","[10, 50, 19, 50, 28, 48, 11, 48, 19, 49, 20]"
",R*s+r+R*r*",1,"[48, 28, 50, 20, 49, 19, 49, 28, 50, 19]","[48, 28, 50, 20, 49, 19, 49, 28, 50, 19, 50]"
"H.Y,H,y.y,",1,"[17, 47, 35, 48, 17, 48, 26, 47, 26, 48]","[17, 47, 35, 48, 17, 48, 26, 47, 26, 48]"
r.,1,"[19, 47, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 47]"
S.R*s*R+,1,"[29, 47, 28, 50, 20, 50, 28, 49, 0, 0]","[29, 47, 28, 50, 20, 50, 28, 49]"
"*r*R.S,S*r*",1,"[50, 19, 50, 28, 47, 29, 48, 29, 50, 19]","[50, 19, 50, 28, 47, 29, 48, 29, 50, 19, 50]"
r*r*,1,"[19, 50, 19, 50, 0, 0, 0, 0, 0, 0]","[19, 50, 19, 50]"
S+,1,"[29, 49, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 49]"
r*r*,1,"[19, 50, 19, 50, 0, 0, 0, 0, 0, 0]","[19, 50, 19, 50]"
S0,1,"[29, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 37]"
y.y.y.y.Y*Y,1,"[26, 47, 26, 47, 26, 47, 26, 47, 35, 50]","[26, 47, 26, 47, 26, 47, 26, 47, 35, 50, 35]"
*Y.y.y.y.y.,1,"[50, 35, 47, 26, 47, 26, 47, 26, 47, 26]","[50, 35, 47, 26, 47, 26, 47, 26, 47, 26, 47]"
"y,Y.R.Y*Y.y",1,"[26, 48, 35, 47, 28, 47, 35, 50, 35, 47]","[26, 48, 35, 47, 28, 47, 35, 50, 35, 47, 26]"
.Y.y.Y.y.Y*,1,"[47, 35, 47, 26, 47, 35, 47, 26, 47, 35]","[47, 35, 47, 26, 47, 35, 47, 26, 47, 35, 50]"
"y.x,Y*Y.H,",1,"[26, 47, 25, 48, 35, 50, 35, 47, 17, 48]","[26, 47, 25, 48, 35, 50, 35, 47, 17, 48]"
Y.y.y.y.y.y,1,"[35, 47, 26, 47, 26, 47, 26, 47, 26, 47]","[35, 47, 26, 47, 26, 47, 26, 47, 26, 47, 26]"
.y.Y*Y.a.Y*,1,"[47, 26, 47, 35, 50, 35, 47, 1, 47, 35]","[47, 26, 47, 35, 50, 35, 47, 1, 47, 35, 50]"
"y.Y+Y,y.Y+Y",1,"[26, 47, 35, 49, 35, 48, 26, 47, 35, 49]","[26, 47, 35, 49, 35, 48, 26, 47, 35, 49, 35]"
y*,1,"[26, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[26, 50]"
S*s*R+,1,"[29, 50, 20, 50, 28, 49, 0, 0, 0, 0]","[29, 50, 20, 50, 28, 49]"
y*y*,1,"[26, 50, 26, 50, 0, 0, 0, 0, 0, 0]","[26, 50, 26, 50]"
"B*R,",1,"[11, 50, 28, 48, 0, 0, 0, 0, 0, 0]","[11, 50, 28, 48]"
R*,1,"[28, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 50]"
s+r+,1,"[20, 49, 19, 49, 0, 0, 0, 0, 0, 0]","[20, 49, 19, 49]"
.s.S.S.S.S.,1,"[47, 20, 47, 29, 47, 29, 47, 29, 47, 29]","[47, 20, 47, 29, 47, 29, 47, 29, 47, 29, 47]"
"S,r,S*",1,"[29, 48, 19, 48, 29, 50, 0, 0, 0, 0]","[29, 48, 19, 48, 29, 50]"
r*,1,"[19, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 50]"
"+R*R,R*R+R*",1,"[49, 28, 50, 28, 48, 28, 50, 28, 49, 28]","[49, 28, 50, 28, 48, 28, 50, 28, 49, 28, 50]"
s+,1,"[20, 49, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 49]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
"R,r+A+r+r+s",1,"[28, 48, 19, 49, 10, 49, 19, 49, 19, 49]","[28, 48, 19, 49, 10, 49, 19, 49, 19, 49, 20]"
".v.w.v,v.s.",1,"[47, 23, 47, 24, 47, 23, 48, 23, 47, 20]","[47, 23, 47, 24, 47, 23, 48, 23, 47, 20, 47]"
Y+Y.Y*Y.,1,"[35, 49, 35, 47, 35, 50, 35, 47, 0, 0]","[35, 49, 35, 47, 35, 50, 35, 47]"
z+z+z+z+z+z,1,"[27, 49, 27, 49, 27, 49, 27, 49, 27, 49]","[27, 49, 27, 49, 27, 49, 27, 49, 27, 49, 27]"
S*,1,"[29, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 50]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
".y.y.Y,Y.Y*",1,"[47, 26, 47, 26, 47, 35, 48, 35, 47, 35]","[47, 26, 47, 26, 47, 35, 48, 35, 47, 35, 50]"
S0,1,"[29, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 37]"
B*,1,"[11, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 50]"
B*B*,1,"[11, 50, 11, 50, 0, 0, 0, 0, 0, 0]","[11, 50, 11, 50]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
s+,1,"[20, 49, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 49]"
"s*S,",1,"[20, 50, 29, 48, 0, 0, 0, 0, 0, 0]","[20, 50, 29, 48]"
Y*,1,"[35, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[35, 50]"
Y*,1,"[35, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[35, 50]"
.S.s.S.S.S.,1,"[47, 29, 47, 20, 47, 29, 47, 29, 47, 29]","[47, 29, 47, 20, 47, 29, 47, 29, 47, 29, 47]"
r*,1,"[19, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 50]"
S.S.s.,1,"[29, 47, 29, 47, 20, 47, 0, 0, 0, 0]","[29, 47, 29, 47, 20, 47]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
"*S,S.R,r.r,",1,"[50, 29, 48, 29, 47, 28, 48, 19, 47, 19]","[50, 29, 48, 29, 47, 28, 48, 19, 47, 19, 48]"
"r,r+r*r*",1,"[19, 48, 19, 49, 19, 50, 19, 50, 0, 0]","[19, 48, 19, 49, 19, 50, 19, 50]"
S*r*S*,1,"[29, 50, 19, 50, 29, 50, 0, 0, 0, 0]","[29, 50, 19, 50, 29, 50]"
r.,1,"[19, 47, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 47]"
"R,S+r,r,r,s",1,"[28, 48, 29, 49, 19, 48, 19, 48, 19, 48]","[28, 48, 29, 49, 19, 48, 19, 48, 19, 48, 20]"
",R+r*s+r*B*",1,"[48, 28, 49, 19, 50, 20, 49, 19, 50, 11]","[48, 28, 49, 19, 50, 20, 49, 19, 50, 11, 50]"
R+,1,"[28, 49, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 49]"
"*r+s+A+R,S+",1,"[50, 19, 49, 20, 49, 10, 49, 28, 48, 29]","[50, 19, 49, 20, 49, 10, 49, 28, 48, 29, 49]"
r+r+A+A*A*S,1,"[19, 49, 19, 49, 10, 49, 10, 50, 10, 50]","[19, 49, 19, 49, 10, 49, 10, 50, 10, 50, 29]"
R*R+,1,"[28, 50, 28, 49, 0, 0, 0, 0, 0, 0]","[28, 50, 28, 49]"
R*s*s0R+,1,"[28, 50, 20, 50, 20, 37, 28, 49, 0, 0]","[28, 50, 20, 50, 20, 37, 28, 49]"
R.R*,1,"[28, 47, 28, 50, 0, 0, 0, 0, 0, 0]","[28, 47, 28, 50]"
A*,1,"[10, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 50]"
.Y*Y.H.Y*Y.,1,"[47, 35, 50, 35, 47, 17, 47, 35, 50, 35]","[47, 35, 50, 35, 47, 17, 47, 35, 50, 35, 47]"
A*,1,"[10, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 50]"
"y,y,y,y,y,y",1,"[26, 48, 26, 48, 26, 48, 26, 48, 26, 48]","[26, 48, 26, 48, 26, 48, 26, 48, 26, 48, 26]"
.H.H.y.y.y.,1,"[47, 17, 47, 17, 47, 26, 47, 26, 47, 26]","[47, 17, 47, 17, 47, 26, 47, 26, 47, 26, 47]"
y.H.H.y.y.y,1,"[26, 47, 17, 47, 17, 47, 26, 47, 26, 47]","[26, 47, 17, 47, 17, 47, 26, 47, 26, 47, 26]"
"H,y,H,H,y.H",1,"[17, 48, 26, 48, 17, 48, 17, 48, 26, 47]","[17, 48, 26, 48, 17, 48, 17, 48, 26, 47, 17]"
"y,y,H,h,y,H",1,"[26, 48, 26, 48, 17, 48, 8, 48, 26, 48]","[26, 48, 26, 48, 17, 48, 8, 48, 26, 48, 17]"
"R*S,S*",1,"[28, 50, 29, 48, 29, 50, 0, 0, 0, 0]","[28, 50, 29, 48, 29, 50]"
"R,S*A*s*",1,"[28, 48, 29, 50, 10, 50, 20, 50, 0, 0]","[28, 48, 29, 50, 10, 50, 20, 50]"
"y*y*y*y+Y,",1,"[26, 50, 26, 50, 26, 50, 26, 49, 35, 48]","[26, 50, 26, 50, 26, 50, 26, 49, 35, 48]"
y*,1,"[26, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[26, 50]"
y*,1,"[26, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[26, 50]"
"H*Y,Y*y*y*",1,"[17, 50, 35, 48, 35, 50, 26, 50, 26, 50]","[17, 50, 35, 48, 35, 50, 26, 50, 26, 50]"
V+,1,"[32, 49, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 49]"
y*y*,1,"[26, 50, 26, 50, 0, 0, 0, 0, 0, 0]","[26, 50, 26, 50]"
"y*y*y*y+Y,Y",1,"[26, 50, 26, 50, 26, 50, 26, 49, 35, 48]","[26, 50, 26, 50, 26, 50, 26, 49, 35, 48, 35]"
y*,1,"[26, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[26, 50]"
",Y*v*H*y*y*",1,"[48, 35, 50, 23, 50, 17, 50, 26, 50, 26]","[48, 35, 50, 23, 50, 17, 50, 26, 50, 26, 50]"
Y+y*y+,1,"[35, 49, 26, 50, 26, 49, 0, 0, 0, 0]","[35, 49, 26, 50, 26, 49]"
"y+Y,",1,"[26, 49, 35, 48, 0, 0, 0, 0, 0, 0]","[26, 49, 35, 48]"
",Y*y+H+y*Y.",1,"[48, 35, 50, 26, 49, 17, 49, 26, 50, 35]","[48, 35, 50, 26, 49, 17, 49, 26, 50, 35, 47]"
Y*Y+Y*H*Y.Y,1,"[35, 50, 35, 49, 35, 50, 17, 50, 35, 47]","[35, 50, 35, 49, 35, 50, 17, 50, 35, 47, 35]"
y*,1,"[26, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[26, 50]"
"y*Y,Y*Y+H+y",1,"[26, 50, 35, 48, 35, 50, 35, 49, 17, 49]","[26, 50, 35, 48, 35, 50, 35, 49, 17, 49, 26]"
"Y,Y*y*y*H+Y",1,"[35, 48, 35, 50, 26, 50, 26, 50, 17, 49]","[35, 48, 35, 50, 26, 50, 26, 50, 17, 49, 35]"
H*Y*y*h*,1,"[17, 50, 35, 50, 26, 50, 8, 50, 0, 0]","[17, 50, 35, 50, 26, 50, 8, 50]"
"S.R,r,r,r.",1,"[29, 47, 28, 48, 19, 48, 19, 48, 19, 47]","[29, 47, 28, 48, 19, 48, 19, 48, 19, 47]"
"R,s,S*s+R*",1,"[28, 48, 20, 48, 29, 50, 20, 49, 28, 50]","[28, 48, 20, 48, 29, 50, 20, 49, 28, 50]"
"+Y,y+Y,Y*Y,",1,"[49, 35, 48, 26, 49, 35, 48, 35, 50, 35]","[49, 35, 48, 26, 49, 35, 48, 35, 50, 35, 48]"
y.Y.y.Y*H*Y,1,"[26, 47, 35, 47, 26, 47, 35, 50, 17, 50]","[26, 47, 35, 47, 26, 47, 35, 50, 17, 50, 35]"
"Y,y,Y*y+y,y",1,"[35, 48, 26, 48, 35, 50, 26, 49, 26, 48]","[35, 48, 26, 48, 35, 50, 26, 49, 26, 48, 26]"
",H,y,H,H,H,",1,"[48, 17, 48, 26, 48, 17, 48, 17, 48, 17]","[48, 17, 48, 26, 48, 17, 48, 17, 48, 17, 48]"
"Y.y.Y,y.y.Y",1,"[35, 47, 26, 47, 35, 48, 26, 47, 26, 47]","[35, 47, 26, 47, 35, 48, 26, 47, 26, 47, 35]"
"H,y,H,H,H.y",1,"[17, 48, 26, 48, 17, 48, 17, 48, 17, 47]","[17, 48, 26, 48, 17, 48, 17, 48, 17, 47, 26]"
H.y.H.H.y.y,1,"[17, 47, 26, 47, 17, 47, 17, 47, 26, 47]","[17, 47, 26, 47, 17, 47, 17, 47, 26, 47, 26]"
"R,s+R,S+R,R",1,"[28, 48, 20, 49, 28, 48, 29, 49, 28, 48]","[28, 48, 20, 49, 28, 48, 29, 49, 28, 48, 28]"
s+,1,"[20, 49, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 49]"
"H,y,y,y,h,Y",1,"[17, 48, 26, 48, 26, 48, 26, 48, 8, 48]","[17, 48, 26, 48, 26, 48, 26, 48, 8, 48, 35]"
"y,H,y,y.Y,Y",1,"[26, 48, 17, 48, 26, 48, 26, 47, 35, 48]","[26, 48, 17, 48, 26, 48, 26, 47, 35, 48, 35]"
".y.y.Y,Y,y,",1,"[47, 26, 47, 26, 47, 35, 48, 35, 48, 26]","[47, 26, 47, 26, 47, 35, 48, 35, 48, 26, 48]"
.H.H.H.y.y.,1,"[47, 17, 47, 17, 47, 17, 47, 26, 47, 26]","[47, 17, 47, 17, 47, 17, 47, 26, 47, 26, 47]"
r*r+R.R.S+s,1,"[19, 50, 19, 49, 28, 47, 28, 47, 29, 49]","[19, 50, 19, 49, 28, 47, 28, 47, 29, 49, 20]"
"R.R.r.S,R*R",1,"[28, 47, 28, 47, 19, 47, 29, 48, 28, 50]","[28, 47, 28, 47, 19, 47, 29, 48, 28, 50, 28]"
"R,s,A,s,R+A",1,"[28, 48, 20, 48, 10, 48, 20, 48, 28, 49]","[28, 48, 20, 48, 10, 48, 20, 48, 28, 49, 10]"
".R,S+S*r*r*",1,"[47, 28, 48, 29, 49, 29, 50, 19, 50, 19]","[47, 28, 48, 29, 49, 29, 50, 19, 50, 19, 50]"
+b+b+S*s*S+,1,"[49, 2, 49, 2, 49, 29, 50, 20, 50, 29]","[49, 2, 49, 2, 49, 29, 50, 20, 50, 29, 49]"
b+b+b+b+S*S,1,"[2, 49, 2, 49, 2, 49, 2, 49, 29, 50]","[2, 49, 2, 49, 2, 49, 2, 49, 29, 50, 29]"
+s+b+b+b+b+,1,"[49, 20, 49, 2, 49, 2, 49, 2, 49, 2]","[49, 20, 49, 2, 49, 2, 49, 2, 49, 2, 49]"
A*A*r*,1,"[10, 50, 10, 50, 19, 50, 0, 0, 0, 0]","[10, 50, 10, 50, 19, 50]"
S*,1,"[29, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 50]"
S.S.,1,"[29, 47, 29, 47, 0, 0, 0, 0, 0, 0]","[29, 47, 29, 47]"
"+r+R,r,A,A,",1,"[49, 19, 49, 28, 48, 19, 48, 10, 48, 10]","[49, 19, 49, 28, 48, 19, 48, 10, 48, 10, 48]"
"S.r,r.A.r.R",1,"[29, 47, 19, 48, 19, 47, 10, 47, 19, 47]","[29, 47, 19, 48, 19, 47, 10, 47, 19, 47, 28]"
",r+r,R.R+S,",1,"[48, 19, 49, 19, 48, 28, 47, 28, 49, 29]","[48, 19, 49, 19, 48, 28, 47, 28, 49, 29, 48]"
+y+y+z+y+z+,1,"[49, 26, 49, 26, 49, 27, 49, 26, 49, 27]","[49, 26, 49, 26, 49, 27, 49, 26, 49, 27, 49]"
"Y*Y,",1,"[35, 50, 35, 48, 0, 0, 0, 0, 0, 0]","[35, 50, 35, 48]"
"H,y,y.y,",1,"[17, 48, 26, 48, 26, 47, 26, 48, 0, 0]","[17, 48, 26, 48, 26, 47, 26, 48]"
S*s*,1,"[29, 50, 20, 50, 0, 0, 0, 0, 0, 0]","[29, 50, 20, 50]"
"Y,X*",1,"[35, 48, 34, 50, 0, 0, 0, 0, 0, 0]","[35, 48, 34, 50]"
Z*z*,1,"[36, 50, 27, 50, 0, 0, 0, 0, 0, 0]","[36, 50, 27, 50]"
I*,1,"[18, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[18, 50]"
"Y0z*Y,",1,"[35, 37, 27, 50, 35, 48, 0, 0, 0, 0]","[35, 37, 27, 50, 35, 48]"
*Z+z*Y+y+Y.,1,"[50, 36, 49, 27, 50, 35, 49, 26, 49, 35]","[50, 36, 49, 27, 50, 35, 49, 26, 49, 35, 47]"
"Z*H*Z+x,Z*Y",1,"[36, 50, 17, 50, 36, 49, 25, 48, 36, 50]","[36, 50, 17, 50, 36, 49, 25, 48, 36, 50, 35]"
"I*Y,Z+Z*",1,"[18, 50, 35, 48, 36, 49, 36, 50, 0, 0]","[18, 50, 35, 48, 36, 49, 36, 50]"
"Z*i*Y,Z+Y*I",1,"[36, 50, 9, 50, 35, 48, 36, 49, 35, 50]","[36, 50, 9, 50, 35, 48, 36, 49, 35, 50, 18]"
"*Y,Y+Y.Z*Y,",1,"[50, 35, 48, 35, 49, 35, 47, 36, 50, 35]","[50, 35, 48, 35, 49, 35, 47, 36, 50, 35, 48]"
z*,1,"[27, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[27, 50]"
Z*,1,"[36, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 50]"
"Y,Y*",1,"[35, 48, 35, 50, 0, 0, 0, 0, 0, 0]","[35, 48, 35, 50]"
"Y,Z*",1,"[35, 48, 36, 50, 0, 0, 0, 0, 0, 0]","[35, 48, 36, 50]"
Y*Y+y*,1,"[35, 50, 35, 49, 26, 50, 0, 0, 0, 0]","[35, 50, 35, 49, 26, 50]"
"Y,Z+Y,z,Z.",1,"[35, 48, 36, 49, 35, 48, 27, 48, 36, 47]","[35, 48, 36, 49, 35, 48, 27, 48, 36, 47]"
z*z*,1,"[27, 50, 27, 50, 0, 0, 0, 0, 0, 0]","[27, 50, 27, 50]"
Y+Y*,1,"[35, 49, 35, 50, 0, 0, 0, 0, 0, 0]","[35, 49, 35, 50]"
h.,1,"[8, 47, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 47]"
r*,1,"[19, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 50]"
"R*R,R+A+r*R",1,"[28, 50, 28, 48, 28, 49, 10, 49, 19, 50]","[28, 50, 28, 48, 28, 49, 10, 49, 19, 50, 28]"
s*r+R*s*R+,1,"[20, 50, 19, 49, 28, 50, 20, 50, 28, 49]","[20, 50, 19, 49, 28, 50, 20, 50, 28, 49]"
.y.y.B.b.H.,1,"[47, 26, 47, 26, 47, 11, 47, 2, 47, 17]","[47, 26, 47, 26, 47, 11, 47, 2, 47, 17, 47]"
R0,1,"[28, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 37]"
"R,R.R,R*r+r",1,"[28, 48, 28, 47, 28, 48, 28, 50, 19, 49]","[28, 48, 28, 47, 28, 48, 28, 50, 19, 49, 19]"
r*,1,"[19, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 50]"
y*,1,"[26, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[26, 50]"
",y,x.x,Y*Z*",1,"[48, 26, 48, 25, 47, 25, 48, 35, 50, 36]","[48, 26, 48, 25, 47, 25, 48, 35, 50, 36, 50]"
",x+Z,Z.Y*Z0",1,"[48, 25, 49, 36, 48, 36, 47, 35, 50, 36]","[48, 25, 49, 36, 48, 36, 47, 35, 50, 36, 37]"
z*h*i*i*z*Z,1,"[27, 50, 8, 50, 9, 50, 9, 50, 27, 50]","[27, 50, 8, 50, 9, 50, 9, 50, 27, 50, 36]"
"Y*Y,Z*z*z+I",1,"[35, 50, 35, 48, 36, 50, 27, 50, 27, 49]","[35, 50, 35, 48, 36, 50, 27, 50, 27, 49, 18]"
X.X+,1,"[34, 47, 34, 49, 0, 0, 0, 0, 0, 0]","[34, 47, 34, 49]"
r+r*r+S*R+S,1,"[19, 49, 19, 50, 19, 49, 29, 50, 28, 49]","[19, 49, 19, 50, 19, 49, 29, 50, 28, 49, 29]"
",s+r,A,A,a,",1,"[48, 20, 49, 19, 48, 10, 48, 10, 48, 1]","[48, 20, 49, 19, 48, 10, 48, 10, 48, 1, 48]"
+b+b+b+b+b+,1,"[49, 2, 49, 2, 49, 2, 49, 2, 49, 2]","[49, 2, 49, 2, 49, 2, 49, 2, 49, 2, 49]"
S0,1,"[29, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 37]"
